,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
 [[Clostridium[gi|16929xxxx],0,0,0,0,0,0,1,0,0,0,0
Staphylococcus aureus T12849[gi|58709xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T12923[gi|58255xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T13096[gi|60013xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T13125[gi|59329xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T13126[gi|59329xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T13127[gi|59329xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T13128[gi|60013xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T15889[gi|58751xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T15898[gi|60030xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T15928[gi|60030xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16117[gi|58264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16281[gi|58257xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16600[gi|59965xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16615[gi|59965xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16619[gi|59966xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16664[gi|58493xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16669[gi|58493xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T16676[gi|58493xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T17131[gi|58492xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T17141[gi|58492xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T18851[gi|58713xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T18865[gi|58713xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T20118[gi|58492xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T20142[gi|58491xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T22051[gi|58752xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T22071_080712[gi|58752xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T22073[gi|59977xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T22074[gi|60031xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T23068[gi|58295xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T23868[gi|58491xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T24515[gi|59328xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T25283[gi|59960xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T25611[gi|58226xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T26751[gi|58277xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T28640[gi|58751xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T28649[gi|58714xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T28653[gi|60002xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T28847[gi|58231xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T28854[gi|58232xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T30033[gi|58277xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T30565[gi|58491xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T30569[gi|58466xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T31892[gi|60031xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T32070[gi|58753xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T32086[gi|59338xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T32092[gi|59328xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T33139[gi|58278xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T33147[gi|58277xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T34011[gi|58491xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T34036[gi|58491xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T34696[gi|58229xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T34703[gi|58229xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T35594[gi|59961xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T35596[gi|59961xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T35604[gi|59961xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T35615[gi|60002xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T35622[gi|59338xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T36111[gi|58752xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T36127[gi|58713xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T37840[gi|58490xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T37849[gi|58466xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T39082[gi|58714xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T39093[gi|58752xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T39102[gi|59328xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T39105[gi|59981xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T39328[gi|58278xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T39363[gi|58278xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T40867[gi|58476xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T41081[gi|58231xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T42547[gi|60014xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T42550[gi|59972xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T42722[gi|58279xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T44444[gi|58477xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T44461[gi|58476xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T44811[gi|58476xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T44830[gi|58476xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T44834[gi|58475xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T45836[gi|60014xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T45839[gi|60014xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T45940[gi|58717xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T45945[gi|58258xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T45974[gi|58213xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T47161[gi|59973xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T47181[gi|58233xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T49198[gi|60014xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T49201[gi|60015xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T49441[gi|58215xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T49833[gi|58259xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T51001[gi|58475xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T51022[gi|58475xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T52642[gi|60015xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T52649[gi|60015xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T54280[gi|58475xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T54283[gi|58461xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T54294[gi|58474xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T55950[gi|60015xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T55954[gi|60016xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T55959[gi|59337xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T55960[gi|59337xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T56203[gi|58218xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T57397[gi|58474xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T57402[gi|58725xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T57415[gi|58473xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T59607[gi|58220xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T59609[gi|58289xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T59618[gi|60016xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T59813[gi|60031xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T60795[gi|58507xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T60805[gi|58474xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T62328[gi|58224xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T62346[gi|58279xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T62848[gi|58239xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T62854[gi|58239xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T62976[gi|59337xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T63897[gi|60031xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T63898[gi|60032xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T64318[gi|58473xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T66243[gi|58290xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T66282[gi|58225xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T66286[gi|58225xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T66292[gi|58290xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T66622[gi|60016xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T66632[gi|60017xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T67319[gi|58724xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T67327[gi|58473xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T69686[gi|58279xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T69703[gi|58279xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T69716[gi|58280xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T69721[gi|58280xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T70161[gi|60017xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T70944[gi|58702xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T71868[gi|58243xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T71872[gi|58243xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T71888[gi|58244xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T72814[gi|58293xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T72838[gi|58260xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T72876[gi|58280xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T72889[gi|58280xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T74005[gi|58703xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T74060[gi|58703xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T74091[gi|58728xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T74141[gi|58703xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T74154[gi|58702xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T74602[gi|58292xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T76010[gi|58281xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T76018[gi|58281xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T76030[gi|58281xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T77565[gi|58730xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T77618[gi|58731xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T78544[gi|58247xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T79159[gi|58281xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T81559[gi|58254xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T82627[gi|58282xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T83543[gi|60016xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T83563[gi|60017xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T83705[gi|58735xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T83715[gi|58706xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T84592[gi|58250xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T84594[gi|58250xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T84595[gi|58251xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86006[gi|58282xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86045[gi|58282xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86048[gi|58283xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86055[gi|58283xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86574[gi|58736xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86792[gi|59328xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T86825[gi|60018xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T87526[gi|58252xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T87965[gi|58254xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T87972[gi|58254xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T89463[gi|58490xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T89467[gi|58490xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T89906[gi|58737xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T92876[gi|58490xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus T92889[gi|58489xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus TUSH6001[gi|57905xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus TUSH6007[gi|58076xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-12[gi|61333xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-15[gi|61333xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-16[gi|61333xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-20[gi|61334xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-22[gi|61334xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-4[gi|61271xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-5[gi|61271xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Tur-6[gi|61334xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UB 08-116[gi|61334xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UB 08-172[gi|61335xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6009[gi|58048xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6014[gi|58027xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6015[gi|57906xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6018[gi|58027xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6019[gi|57905xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6034[gi|58055xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6042[gi|58053xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6047[gi|58051xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6049[gi|58508xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6050[gi|58050xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6053[gi|58035xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6055[gi|58035xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6056[gi|58056xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6057[gi|57899xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6065[gi|58064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6066[gi|58064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6069[gi|58064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6070[gi|58065xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6075[gi|58067xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6076[gi|58068xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6077[gi|58067xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6080[gi|58068xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6081[gi|58073xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6084[gi|58071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6085[gi|57896xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6101[gi|58077xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6104[gi|58079xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6105[gi|58080xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6106[gi|58080xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6115[gi|58081xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6119[gi|58082xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6123[gi|58083xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6126[gi|57895xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6134[gi|57894xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6144[gi|58092xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6145[gi|58092xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6146[gi|57891xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus UCIM6147[gi|58093xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA300-ISMMS1[gi|58446xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA7[gi|61336xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_11[gi|61335xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_12[gi|61335xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_15[gi|61336xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_1[gi|61335xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_6[gi|61271xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_8[gi|61336xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus USA_9[gi|61336xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VE07/03048STA[gi|61337xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VE08/02126ST1[gi|61337xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VE08/02242ST1[gi|61271xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VE08/02244ST1[gi|61337xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0050R[gi|61271xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0051R[gi|61338xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0052R[gi|61338xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0053R[gi|61338xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0054R[gi|61338xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0055R[gi|61339xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0057R[gi|61339xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0058R[gi|61270xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0059R[gi|61339xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0060R[gi|61617xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0061R[gi|61617xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0062R[gi|61617xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0063R[gi|61618xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0065R[gi|61618xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0066R[gi|61618xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0067R[gi|61619xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0069R[gi|61619xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0070R[gi|61619xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0072R[gi|61620xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0073R[gi|61620xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0075R[gi|61620xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0076R[gi|61621xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0077R[gi|61621xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0078R[gi|61270xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0080R[gi|61622xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0081R[gi|61270xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0083R[gi|61622xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0084R[gi|61622xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0085R[gi|61623xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0086R[gi|61623xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0087R[gi|61623xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0088R[gi|61624xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0089R[gi|61623xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0090R[gi|61624xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0091R[gi|61624xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0092R[gi|61625xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0093R[gi|61625xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0094R[gi|61625xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0095R[gi|61626xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0097R[gi|61626xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0098R[gi|61626xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0099R[gi|61626xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0101R[gi|61627xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0102R[gi|61269xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0103R[gi|61627xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0104R[gi|61627xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0105R[gi|61628xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0107R[gi|61628xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0110R[gi|61628xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0111R[gi|61269xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0112R[gi|61628xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0113R[gi|61269xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0114R[gi|61629xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0115R[gi|61629xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0116R[gi|61629xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0117R[gi|61629xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0119R[gi|61630xxxx],1,0,0,0,0,0,0,0,0,0,0
